Subject,Start Date,Start Time,End Date,End Time,Location,Description
"🚶 Seattle Day 1 · Walk back to Palihotel","2026-11-01","19:40","2026-11-01","20:00","Waterfront -> Downtown","Purpose: Walk back up to Palihotel to rest.
Duration: 15 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-1-1-4-walk-back-to-palihotel"
"🛌 Seattle Day 1 · Evening wind-down (self-choose)","2026-11-01","20:00","2026-11-01","22:00","Palihotel base","Arrival-night wind-down.
Purpose: Decompress after a long travel day before lights-out. Day 2 is the full Pike Place day and starts at 5:30 AM, so sleep needs to actually start on time.
Continuity: Bridges dinner/settling-in to a real 10:00 PM lights-out.
Duration: 2 hrs.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-1-1-5-evening-wind-down-self-choose"
"🛌 Seattle Day 1 · Sleep","2026-11-01","22:00","2026-11-02","05:30","Palihotel base","Purpose: Get good sleep after a long travel day, with a real night's sleep before Day 2's 5:30 AM wake.
Continuity: Sleep protection to stabilize next day.
Duration: 7.5 hrs.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-1-1-6-sleep"
"🛌 Seattle Day 2 · Wake, stretch, prep","2026-11-02","05:30","2026-11-02","07:00","Palihotel base","Purpose: Get out the door early enough that the market is still quiet.
Why this matters: Most Pike Place vendors open at 8 AM -- arriving by 7:30 AM means photos and browsing happen before the tour-bus crowds land.
Duration: 90 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-0-0-wake-stretch-prep"
"🚶 Seattle Day 2 · Short walk to Pike Place Market","2026-11-02","07:00","2026-11-02","07:30","Downtown","Purpose: Palihotel is steps from Pike Place, walk direct. Arrive at the sign by 7:30 AM.
Duration: 30 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-0-1-short-walk-to-pike-place-marke"
"🎟️ Seattle Day 2 · Pike Place sign + arcade stroll","2026-11-02","07:30","2026-11-02","08:00","Pike Place Market","Trivia: Pike Place Market opened in 1907 as a public farmers market to cut out middlemen between farmers and shoppers -- it's one of the oldest continuously operated public markets in the US.
Iconic market entrance. Walk the sign, arcade, first fish row -- quiet before the 8 AM crowds.
Line time: None this early.
Estimated cost: Free.
Location: Pike Place Market
Payment: Free walk-in
Duration: 20 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-0-2-pike-place-sign-arcade-stroll"
"🍽️ Seattle Day 2 · Mee Sum Pastry","2026-11-02","08:00","2026-11-02","08:20","Mee Sum Pastry, 1526 Pike Pl","Trivia: Mee Sum Pastry has served Pike Place since 1935 -- one of the market's oldest continuously running food stalls, known for its steamed and baked hum bao.
Menu: https://www.meesum.com/
Why first: opens at 8 AM, closest food stop to the Pike Place sign.
ORDER: Curry Beef Hong Bao, $6 + 10.35% WA sales tax = $6.62.
Estimated cost: $6.62.
Location: Mee Sum Pastry, 1526 Pike Pl
Payment: Cards accepted, but reports of a ~$10 card minimum -- this order is under that, carry small cash as backup
Estimated cost: $6.62.
Duration: 15 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-0-3-mee-sum-pastry"
"🍽️ Seattle Day 2 · Tiny's Apple Cider stand","2026-11-02","08:20","2026-11-02","08:45","Tiny's Apple Cider, Pike Place Market","Why this stop: a market-stall cider vendor with several fresh-pressed flavors, easy quick stop right after Mee Sum.
ORDER: 3 cups -- organic candy apple cider, cherry, and blackberry.
Each: $3 + 10.35% WA sales tax = $3.31.
Estimated cost: 3 x $3.31 = $9.93.
Note: Pike Place Bakery skipped -- closed Mondays.
Location: Tiny's Apple Cider, Pike Place Market
Payment: Cards accepted
Estimated cost: $9.93.
Duration: 20 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-0-4-tiny-s-apple-cider-stand"
"🍽️ Seattle Day 2 · Beecher's Handmade Cheese tasting","2026-11-02","08:45","2026-11-02","09:05","Beecher's Handmade Cheese, 1600 Pike Pl","Trivia: Beecher's makes its cheese on-site in full view of the street -- the open cheese-making window is one of the market's most-photographed stops.
Watch cheese being made through the front window, then try it. Opens 10 AM -- this earlier arrival time may be before doors open; check on-site or hold this stop until 10 AM if closed.
Menu: https://beechershandmadecheese.com/menus/seattle-flagship-menu/
ORDER: World's Best Mac & Cheese cup, or the Flagship cheddar curds if you want something to walk with.
Estimated cost: $9.
Location: Beecher's Handmade Cheese, 1600 Pike Pl
Payment: Cards accepted
Estimated cost: $9.
Duration: 15 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-0-5-beecher-s-handmade-cheese-tast"
"🍽️ Seattle Day 2 · Le Panier","2026-11-02","09:05","2026-11-02","09:30","Le Panier, 1902 Pike Pl","Trivia: Le Panier is a classic French bakery right at the Pike Place entrance, known for its croissants and window display of pastries facing the market.
Menu: https://lepanier.com/menu#croissants
ORDER: Cortado, $5.15 + 10.35% WA sales tax = $5.68 (confirmed price).
Pastry/chocolate cookie: menu didn't list prices -- pick a croissant or chocolate item on-site, self-choose, no fixed budget line.
Estimated cost: $5.68 (cortado only; pastry not priced).
Location: Le Panier, 1902 Pike Pl
Payment: Cards accepted
Estimated cost: $5.68.
Duration: 20 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-0-6-le-panier"
"🛍️ Seattle Day 2 · Totem Smokehouse fish stop","2026-11-02","09:30","2026-11-02","10:15","Totem Smokehouse, 1906 Pike Pl","Trivia: Totem Smokehouse specializes in traditional Pacific Northwest smoked salmon, vacuum-sealed and shippable -- a classic Seattle souvenir.
Core market stop for smoked salmon souvenirs.
Order: Peppered smoked sockeye box or smaller pack.
Line time: 5-15 min.
Budget raised to $60 for souvenirs (traveler-requested).
Location: Totem Smokehouse, 1906 Pike Pl
Payment: Cards accepted
Estimated cost: $60.
Duration: 30 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-0-7-totem-smokehouse-fish-stop"
"🍽️ Seattle Day 2 · Piroshky Piroshky snack","2026-11-02","10:15","2026-11-02","10:30","Piroshky Piroshky, 1908 Pike Pl","Trivia: Piroshky Piroshky is a Russian-style hand-pie bakery, one of Pike Place's most consistently long-lined stalls -- go right after Totem to beat the queue.
Menu: https://piroshkybakery.com/menu/
ORDER: Smoked Salmon Pate piroshky (savory, most iconic) or the Beef & Onion if you want something heartier. Apple Cinnamon Roll if you'd rather go sweet.
Estimated cost: $9.
Location: Piroshky Piroshky, 1908 Pike Pl
Payment: Cards accepted
Estimated cost: $9.
Duration: 15 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-0-8-piroshky-piroshky-snack"
"🎟️ Seattle Day 2 · Original Starbucks store, 1912 Pike Place","2026-11-02","10:30","2026-11-02","11:00","Starbucks, 1912 Pike Place, Seattle, WA 98101","Trivia: The Original Starbucks opened in 1971 at this Pike Place location and is the flagship for the chain's global mermaid logo.
First Starbucks visit: whole bean coffee bag ($16) + Seattle-exclusive mug ($20) + grande cold brew ($5) = $41.
ORDER: Grande cold brew (or a shop-exclusive Pike Place Roast drip if you want to keep it classic) plus the whole-bean bag and mug as souvenirs.
Estimated cost: $41.
Location: Starbucks, 1912 Pike Place, Seattle, WA 98101
Payment: Cards accepted
Estimated cost: $41.
Duration: 30 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-0-9-original-starbucks-store-1912-"
"🍽️ Seattle Day 2 · Hellenika Cultured Creamery","2026-11-02","11:00","2026-11-02","11:15","Hellenika Cultured Creamery, Pike Place Market","Menu: https://www.eathellenika.com/menu
ORDER: Build-your-own Greek yogurt bowl -- go with honey, walnuts, and fresh fruit toppings, or their signature Mediterranean bowl if you want it pre-built.
Estimated cost: $13 (traveler-pegged).
Location: Hellenika Cultured Creamery, Pike Place Market
Payment: Cards accepted
Estimated cost: $13.
Duration: 15 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-0-10-hellenika-cultured-creamery"
"🎟️ Seattle Day 2 · Rachel the Pig + Billie -- photo stop","2026-11-02","11:15","2026-11-02","11:25","Rachel the Piggy Bank, 93 Pike St, Seattle, WA 98101","Trivia: Rachel is a 550 lb bronze piggy bank sculpted by Georgia Gerber, dedicated 1986, named after a real 750 lb prize pig -- she's the Market Foundation's mascot and has raised over $350,000 in donated coins. Billie, her bronze cousin, joined in 2011 nearby.
Estimated cost: Free.
Location: Rachel the Piggy Bank, 93 Pike St, Seattle, WA 98101
Payment: Free walk-in
Duration: 10 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-0-11-rachel-the-pig-billie-photo-s"
"🍽️ Seattle Day 2 · Molly Moon's Ice Cream","2026-11-02","11:25","2026-11-02","11:40","Molly Moon's, 93 Pike St #310, Seattle, WA 98101","Trivia: Molly Moon's is a Seattle-founded small-batch ice cream shop known for local, seasonal flavors -- this location sits right inside the market near Rachel the Pig.
ORDER: A seasonal or signature flavor scoop.
Estimated cost: ~$7 (estimate).
Location: Molly Moon's, 93 Pike St #310, Seattle, WA 98101
Website: https://www.mollymoon.com/
Payment: Cards accepted
Estimated cost: $7.
Duration: 15 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-0-12-molly-moon-s-ice-cream"
"🍽️ Seattle Day 2 · Daily Dozen Doughnuts + Mocha","2026-11-02","11:40","2026-11-02","12:00","Daily Dozen Doughnuts, Pike Place Market","Trivia: Daily Dozen is a mini-doughnut stall that fries to order right in front of you -- one of the market's classic quick-bite lines.
Menu: https://dailydozendoughnuts.com/
ORDER: Dozen mini cinnamon-sugar doughnuts fresh from the fryer, plus a mocha to go with it.
Estimated cost: $16.
Location: Daily Dozen Doughnuts, Pike Place Market
Payment: Conflicting reports -- some say cash-only, newer reviews say cards work but cash is faster -- carry cash as backup
Estimated cost: $16.
Duration: 15 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-0-13-daily-dozen-doughnuts-mocha"
"🎟️ Seattle Day 2 · Gum Wall","2026-11-02","12:00","2026-11-02","12:15","Gum Wall, Post Alley","Trivia: The Gum Wall started in the 1990s under the Market Theater and became an official Seattle attraction despite (or because of) its stickiness -- periodically power-washed and immediately re-covered.
Estimated cost: Free.
Location: Gum Wall, Post Alley
Payment: Free walk-in
Duration: 15 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-0-14-gum-wall"
"☕ Seattle Day 2 · Ghost Alley Espresso","2026-11-02","12:15","2026-11-02","12:35","Ghost Alley Espresso, 1499 Post Alley","Quality specialty latte, right next to the Gum Wall.
Menu: https://www.ghostalleyespresso.co/menus
Order: Salted Nut 12oz.
Estimated cost: $8.50.
Location: Ghost Alley Espresso, 1499 Post Alley
Payment: Unconfirmed -- no explicit payment info found for this small walk-up stall; carry cash as backup
Estimated cost: $8.5.
Duration: 20 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-0-15-ghost-alley-espresso"
"🍽️ Seattle Day 2 · Rachel's Ginger Beer - Frozen Mango Margarita","2026-11-02","12:35","2026-11-02","12:50","Rachel's Ginger Beer, 1530 Post Alley","Menu: https://rachelsgingerbeer.com/menus/
ORDER: Frozen Mango Margarita ginger beer (the signature frozen slushy, not a straight ginger beer) -- ask for it ""frozen.""
Estimated cost: $18.
Location: Rachel's Ginger Beer, 1530 Post Alley
Payment: Cards accepted
Estimated cost: $18.
Duration: 15 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-0-16-rachel-s-ginger-beer-frozen-m"
"🎟️ Seattle Day 2 · Pike Place Market swings","2026-11-02","12:50","2026-11-02","13:05","Pike Place","Trivia: The market swings are a newer, free photo-op installation near the main arcade -- quick, casual, no line most of the day.
Estimated cost: Free.
Payment: Free walk-in
Duration: 10 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-0-17-pike-place-market-swings"
"🍽️ Seattle Day 2 · Lunch stop (self-choose)","2026-11-02","13:05","2026-11-02","13:45","Waterfront or Pike Place area","Suggested default: Marination Ma Kai, Pier 54 waterfront (Hawaiian-Korean fusion, casual walk-up counter, harbor view seating).
Menu: https://marinationmakai.com/menus/
ORDER: Kalbi short rib tacos or the Spam musubi plate.
Backup if you'd rather stay in the market: Lowell's (Pike Place, 3rd floor, water-view dining room) -- fish and chips or a burger.
Estimated cost: $26.12 (lunch with tax and tip).
Payment: Cards accepted
Estimated cost: $26.12.
Duration: 40 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-1-0-lunch-stop-self-choose"
"🎟️ Seattle Day 2 · Uber Seattle Engineering Office visit","2026-11-02","13:45","2026-11-02","14:30","Uber Seattle Engineering Office, 1191 2nd Ave #1200, Seattle, WA 98101","Purpose: informal look around Uber's Seattle satellite engineering office -- not a scheduled meeting, max 45 min.
Estimated cost: Free.
Location: Uber Seattle Engineering Office, 1191 2nd Ave #1200, Seattle, WA 98101
Payment: N/A
Duration: 45 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-1-1-uber-seattle-engineering-offic"
"🛌 Seattle Day 2 · Hotel reset before Sky View","2026-11-02","14:30","2026-11-02","16:25","Palihotel base","Purpose: Best Buy Northgate fit check removed Sep 13, 2026. Use this as an open buffer before the hard sunset-view appointment.
Duration: 115 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-1-2-hotel-reset-before-sky-view"
"🚶 Seattle Day 2 · Walk to Columbia Center Sky View","2026-11-02","16:25","2026-11-02","16:55","Downtown","Purpose: Leave Palihotel with a relaxed buffer and arrive at Sky View by 4:55 PM.
Duration: 30 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-1-3-walk-to-columbia-center-sky-vi"
"🎟️ Seattle Day 2 · Columbia Center Sky View Observatory - Elite Experience ticket","2026-11-02","16:55","2026-11-02","17:55","Sky View Observatory, 700 4th Ave","Trivia: Sky View Observatory sits on the 73rd floor of Columbia Center, the tallest building in Washington State -- the highest public viewpoint in the city.
Seattle skyline views from the observation deck at dusk.
Tickets: Elite Experience Adult $49 + booking fee $1 + tax $2.50 = $52.50.
Location: Sky View Observatory, 700 4th Ave
Website: https://skyviewobservatory.com/tickets/
Payment: Cards accepted
Estimated cost: $52.5.
Duration: 60 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-1-4-columbia-center-sky-view-obser"
"🎟️ Seattle Day 2 · Sky View Cafe - sunset cocktail","2026-11-02","17:55","2026-11-02","18:35","Sky View Observatory Cafe, 700 4th Ave","Menu: https://skyviewobservatory.com/sky-view-cafe-bar-menu/
Included in the Sky View admission -- no separate cost.
Location: Sky View Observatory Cafe, 700 4th Ave
Payment: Cards accepted
Duration: 30 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-1-5-sky-view-cafe-sunset-cocktail"
"🚶 Seattle Day 2 · Walk back to Palihotel + free evening","2026-11-02","18:35","2026-11-02","18:50","Downtown -> Palihotel","Purpose: Short walk back to the hotel. Evening is open -- find dinner nearby, meet people, relax.
Duration: 15 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-2-0-walk-back-to-palihotel-free-ev"
"🛌 Seattle Day 2 · Dinner and wind-down (self-choose)","2026-11-02","18:50","2026-11-02","22:00","Palihotel area or Downtown","Open evening, self-choose dinner nearby.
Continuity: Bridges dinner/settling-in to a real 10:00 PM lights-out ahead of Day 3's Bainbridge ferry morning.
Duration: 3 hrs 10 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-2-1-dinner-and-wind-down-self-choo"
"🛌 Seattle Day 2 · Sleep","2026-11-02","22:00","2026-11-03","07:20","Palihotel base","Purpose: Real night's sleep before Day 3's 7:20 AM wake and Bainbridge ferry morning.
Continuity: Rest before Day 3's Bainbridge ferry morning.
Duration: 9 hrs 20 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-2-2-2-sleep"
"🛌 Seattle Day 3 · Wake + prep","2026-11-03","07:20","2026-11-03","08:00","Palihotel base","Purpose: Light prep. Ferry terminal is walkable/short transit from downtown. Food starts at Bainbridge.
Duration: 40 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-0-0-wake-prep"
"🚇 Seattle Day 3 · Walk/transit to Seattle Ferry Terminal","2026-11-03","08:00","2026-11-03","08:30","Downtown -> Ferry Terminal waterfront","Purpose: Palihotel is close to the ferry terminal via short walk + Link if needed. Use ORCA if any transit needed.
Duration: 20 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-0-1-walk-transit-to-seattle-ferry-"
"🚇 Seattle Day 3 · Ferry to Bainbridge","2026-11-03","08:30","2026-11-03","09:30","Puget Sound","Trivia: The Seattle-Bainbridge Island route is the busiest of Washington State Ferries' routes, carrying commuters and tourists across Puget Sound with views of the Seattle skyline, Elliott Bay, and (on a clear day) Mt. Rainier.
Walk-on passenger fare is charged westbound (Seattle -> Bainbridge) only -- the return trip is free.
Estimated cost: $12.
Duration: 60 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-0-2-ferry-to-bainbridge"
"🚶 Seattle Day 3 · Winslow + waterfront exploration","2026-11-03","09:30","2026-11-03","11:05","Bainbridge Island","Purpose: Winslow + waterfront exploration keeps the bainbridge day trip - ferry from downtown route on track.
Duration: 95 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-1-0-winslow-waterfront-exploration"
"🍽️ Seattle Day 3 · Harbour Public House lunch","2026-11-03","11:05","2026-11-03","12:20","Harbour Public House, 231 Parfitt Way SW","Suggested: Harbour Public House -- waterfront pub, five minutes from the ferry. Early lunch on Bainbridge.
Menu: https://harbourpub.com/
ORDER: Braised Beef BBQ Sandwich and a ginger ale.
Fruity: Bainbridge cider is the move if you want something lighter than beer.
Estimated cost: $29 with tip and tax.
Location: Harbour Public House, 231 Parfitt Way SW
Payment: Cards accepted
Estimated cost: $29.
Duration: 75 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-1-1-harbour-public-house-lunch"
"☕ Seattle Day 3 · Blackbird Coffee stop","2026-11-03","12:20","2026-11-03","13:10","Blackbird Bakery, 210 Winslow Way E","Suggested: Blackbird Bakery, just a couple minutes from the ferry terminal.
Menu: https://www.blackbirdbakeryandcafe.com/bakery-menu
ORDER: Coffee plus a scone or cookie.
Estimated cost: $8.
Location: Blackbird Bakery, 210 Winslow Way E
Payment: Cards accepted
Estimated cost: $8.
Duration: 50 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-1-2-blackbird-coffee-stop"
"🚇 Seattle Day 3 · Return ferry to Seattle","2026-11-03","13:10","2026-11-03","14:10","Puget Sound","Purpose: Return walk-on passenger fare is already covered.
Duration: 60 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-1-3-return-ferry-to-seattle"
"🚇 Seattle Day 3 · Walk/transit toward Gourmondo Café","2026-11-03","14:10","2026-11-03","14:35","Ferry Terminal -> Queen Anne","Purpose: Gourmondo Café closes 3:30 PM weekdays -- visited first, before the loop runs back south, so it's reached well within hours.
Duration: 20 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-3-2-0-walk-transit-toward-gourmondo-"
